Gene,HRA_LFC,HRA_sig,RZV_D14,RZV_D74,RZV_D365,Direction
TGFBR2,0.26,***,-0.5,-0.6,-0.9,OPPOSITE (HZ↑ RZV↓)
RPL13P12,1.32,***,-0.3,-0.4,-0.2,OPPOSITE (HZ↑ RZV↓)
SMIM15,0.28,***,0.0,0.1,-0.1,CONCORDANT ↑
GBP5,0.89,***,-0.3,-0.7,-0.9,OPPOSITE (HZ↑ RZV↓)
MAN1A2,0.28,***,-0.1,0.6,-0.5,OPPOSITE (HZ↑ RZV↓)
STK38,0.41,***,-0.2,-0.3,0.1,OPPOSITE (HZ↑ RZV↓)
HECA,0.45,***,-0.2,0.2,-0.7,OPPOSITE (HZ↑ RZV↓)
TSPYL2,-1.4,***,-0.9,-0.8,-0.6,CONCORDANT ↓
MRPL36,0.28,***,0.1,0.1,-0.3,CONCORDANT ↑
GPI,0.7,***,0.2,0.0,-0.1,CONCORDANT ↑
H4C3,-2.99,***,0.2,0.1,-0.5,OPPOSITE (HZ↓ RZV↑)
S1PR4,0.68,***,1.2,1.2,0.1,CONCORDANT ↑
SLC4A7,0.42,***,-0.5,-0.2,-0.1,OPPOSITE (HZ↑ RZV↓)
SAP30BP,-0.27,***,0.2,0.2,0.4,OPPOSITE (HZ↓ RZV↑)
RPL4,0.84,***,-0.1,-0.2,-0.0,OPPOSITE (HZ↑ RZV↓)
MSN,0.51,***,-0.3,-0.2,-0.4,OPPOSITE (HZ↑ RZV↓)
DDX60,0.57,***,-0.3,-1.0,-0.1,OPPOSITE (HZ↑ RZV↓)
TXNRD1,-4.31,***,0.2,-0.2,-0.0,OPPOSITE (HZ↓ RZV↑)
MAP2K2,-0.38,***,0.4,0.4,0.3,OPPOSITE (HZ↓ RZV↑)
KTN1,-0.27,***,-0.5,-0.4,-0.1,CONCORDANT ↓
NUCB2,-0.39,***,-0.0,-0.2,0.3,CONCORDANT ↓
TXNIP,1.14,***,0.4,0.2,0.3,CONCORDANT ↑
IARS2,0.31,***,0.2,0.0,0.4,CONCORDANT ↑
RPS27AP16,0.54,***,-0.4,-0.4,-0.4,OPPOSITE (HZ↑ RZV↓)
DECR1,0.29,***,1.8,1.1,0.8,CONCORDANT ↑
RLIM,-0.86,***,-0.3,0.4,0.1,CONCORDANT ↓
H1-4,-2.31,***,3.5,1.9,3.8,OPPOSITE (HZ↓ RZV↑)
CYLD,0.26,***,0.1,-0.1,-0.2,CONCORDANT ↑
RPS29,0.63,***,-0.3,-0.4,-0.3,OPPOSITE (HZ↑ RZV↓)
ZBTB11,0.32,***,-0.4,-0.2,-0.6,OPPOSITE (HZ↑ RZV↓)
VPS41,0.37,***,-0.1,-0.2,0.0,OPPOSITE (HZ↑ RZV↓)
TRMT13,0.36,***,0.2,0.3,-0.3,CONCORDANT ↑
ATP6AP1,-0.39,**,0.3,-0.1,-0.2,OPPOSITE (HZ↓ RZV↑)
UGP2,0.42,***,-0.7,-0.8,0.1,OPPOSITE (HZ↑ RZV↓)
CHD3,-0.3,***,0.5,0.7,0.3,OPPOSITE (HZ↓ RZV↑)
MCM3,0.31,***,-0.4,-0.4,-0.0,OPPOSITE (HZ↑ RZV↓)
ACIN1,0.34,***,0.0,0.0,0.1,CONCORDANT ↑
TXNDC17,0.37,***,0.1,0.1,0.2,CONCORDANT ↑
RPS12,1.36,***,-0.4,-0.4,-0.3,OPPOSITE (HZ↑ RZV↓)
COX5A,0.37,***,0.2,0.1,0.1,CONCORDANT ↑
ARRB2,-0.43,***,0.1,0.3,0.1,OPPOSITE (HZ↓ RZV↑)
APMAP,-0.47,***,-0.3,-0.1,-0.1,CONCORDANT ↓
DYNC1LI2,0.3,***,-0.2,0.0,-0.4,OPPOSITE (HZ↑ RZV↓)
NKG7,1.29,***,-0.2,0.3,0.8,OPPOSITE (HZ↑ RZV↓)
CALHM2,0.35,***,-1.6,-1.8,-0.1,OPPOSITE (HZ↑ RZV↓)
TMC6,-0.28,***,-0.3,-0.1,-0.3,CONCORDANT ↓
RAB10,0.37,***,0.2,0.1,0.3,CONCORDANT ↑
SLK,-0.42,***,-0.4,-0.3,-0.4,CONCORDANT ↓
MESD,0.3,***,-0.1,-0.2,0.0,OPPOSITE (HZ↑ RZV↓)
LPIN2,0.29,***,0.5,0.9,-0.7,CONCORDANT ↑
GVINP1,1.0,***,0.6,0.0,0.1,CONCORDANT ↑
EIF3K,0.44,***,-0.2,-0.2,-0.2,OPPOSITE (HZ↑ RZV↓)
SFPQ,-0.46,***,0.1,0.1,-0.4,OPPOSITE (HZ↓ RZV↑)
RNF166,-1.67,***,0.7,1.8,-0.2,OPPOSITE (HZ↓ RZV↑)
TMCO1,0.39,***,0.3,-0.1,0.4,CONCORDANT ↑
BTG1,-1.45,***,-0.4,-0.2,-0.2,CONCORDANT ↓
PRSS23,0.34,***,4.1,2.8,0.1,CONCORDANT ↑
HSPD1,0.28,***,-0.4,-0.5,-0.2,OPPOSITE (HZ↑ RZV↓)
RNH1,-0.36,***,-0.2,-0.2,-0.1,CONCORDANT ↓
CCT2,0.45,***,-0.1,-0.3,-0.1,OPPOSITE (HZ↑ RZV↓)
AASDHPPT,0.29,***,0.5,0.2,0.3,CONCORDANT ↑
SEC62,-0.36,***,-0.2,-0.3,-0.0,CONCORDANT ↓
MCMBP,0.26,***,-0.5,-0.2,-0.4,OPPOSITE (HZ↑ RZV↓)
IFNGR1,-0.49,*,-0.7,-0.8,-0.0,CONCORDANT ↓
RANBP2,0.6,***,0.1,0.1,-0.2,CONCORDANT ↑
NOP58,-0.6,**,-0.0,-0.1,-0.0,CONCORDANT ↓
MRPL48,0.29,***,0.2,0.3,0.3,CONCORDANT ↑
ZFP36L2,-1.05,***,-0.0,-0.6,-0.8,CONCORDANT ↓
GOLGA2,-0.44,**,0.9,0.9,1.4,OPPOSITE (HZ↓ RZV↑)
RPN2,-0.49,***,0.0,-0.3,0.2,OPPOSITE (HZ↓ RZV↑)
PSMB1,0.26,***,0.1,-0.1,-0.1,CONCORDANT ↑
PSAP,-0.39,***,-0.0,0.1,0.2,CONCORDANT ↓
ALOX5AP,-0.37,***,0.6,-0.3,-0.8,OPPOSITE (HZ↓ RZV↑)
PPP6R2,-0.41,***,0.3,0.3,0.5,OPPOSITE (HZ↓ RZV↑)
GBP1,1.0,***,-0.3,0.2,0.4,OPPOSITE (HZ↑ RZV↓)
ARPC5,0.5,***,0.4,0.4,0.4,CONCORDANT ↑
SH2D2A,-0.3,***,-0.3,-0.0,0.2,CONCORDANT ↓
MRFAP1,0.46,***,0.1,-0.1,0.0,CONCORDANT ↑
SSBP1,0.43,***,0.0,-0.0,0.1,CONCORDANT ↑
STOM,0.46,***,-1.9,-2.6,-1.5,OPPOSITE (HZ↑ RZV↓)
VMA21,0.49,***,0.1,-0.0,-0.2,CONCORDANT ↑
EVL,-0.51,***,-0.4,0.0,-1.1,CONCORDANT ↓
ZYX,-0.51,***,-0.4,-0.1,-0.4,CONCORDANT ↓
CGGBP1,0.36,***,0.0,-0.0,-0.4,CONCORDANT ↑
UBE2A,0.33,***,-0.1,-0.0,-0.1,OPPOSITE (HZ↑ RZV↓)
MTCH1,-0.42,***,0.1,0.0,0.1,OPPOSITE (HZ↓ RZV↑)
VCPIP1,0.33,***,-0.6,0.4,-0.5,OPPOSITE (HZ↑ RZV↓)
CHMP4B,-0.39,***,0.0,0.3,0.2,OPPOSITE (HZ↓ RZV↑)
SBDS,-1.19,***,-0.2,-0.4,-0.0,CONCORDANT ↓
RPS24,0.73,***,-0.1,-0.2,-0.2,OPPOSITE (HZ↑ RZV↓)
H2AZ2,-1.62,***,0.6,0.5,0.5,OPPOSITE (HZ↓ RZV↑)
DENND1C,-0.31,**,-0.4,-0.4,-0.5,CONCORDANT ↓
BTF3,0.39,***,-0.1,-0.3,-0.1,OPPOSITE (HZ↑ RZV↓)
PRDX1,0.54,***,-0.1,-0.2,-0.1,OPPOSITE (HZ↑ RZV↓)
MKRN1,-0.27,***,0.4,0.1,0.2,OPPOSITE (HZ↓ RZV↑)
ZNF451,0.26,***,0.3,0.8,0.3,CONCORDANT ↑
COX5B,-0.31,***,0.1,0.1,0.1,OPPOSITE (HZ↓ RZV↑)
IDH3B,-0.5,***,0.2,-0.1,0.3,OPPOSITE (HZ↓ RZV↑)
RPL23,0.98,***,-0.2,-0.2,-0.3,OPPOSITE (HZ↑ RZV↓)
CLIC1,0.46,***,-0.3,-0.1,0.0,OPPOSITE (HZ↑ RZV↓)
PNKD,-0.26,***,0.6,-0.6,1.2,OPPOSITE (HZ↓ RZV↑)
CKAP5,0.31,***,0.4,0.6,0.2,CONCORDANT ↑
LASP1,0.3,***,2.1,1.5,0.9,CONCORDANT ↑
TTC39C,-0.26,***,0.3,0.3,-0.0,OPPOSITE (HZ↓ RZV↑)
IFITM3,-1.13,***,-0.9,-0.9,-0.8,CONCORDANT ↓
RPS11,1.06,***,-0.3,-0.4,-0.2,OPPOSITE (HZ↑ RZV↓)
ANXA1,-0.29,***,-0.0,-0.2,-0.6,CONCORDANT ↓
CNOT1,-1.18,***,0.2,0.2,-0.2,OPPOSITE (HZ↓ RZV↑)
MOB1A,0.57,***,0.1,0.2,0.4,CONCORDANT ↑
MIA3,0.33,***,-0.1,-0.2,0.1,OPPOSITE (HZ↑ RZV↓)
SRSF5,-0.28,**,-0.0,-0.1,0.1,CONCORDANT ↓
AMD1,0.89,***,-0.6,-0.3,-0.3,OPPOSITE (HZ↑ RZV↓)
CASP8AP2,0.37,***,0.1,0.5,0.3,CONCORDANT ↑
POLR2I,-0.36,***,-0.3,-0.4,-0.1,CONCORDANT ↓
FLOT1,-0.31,***,-2.2,-0.9,-0.8,CONCORDANT ↓
PDE3B,-0.35,***,-0.5,-1.0,-1.8,CONCORDANT ↓
TXNL1,0.27,***,0.1,0.0,0.1,CONCORDANT ↑
RPA3,0.3,***,-0.1,-0.0,-0.4,OPPOSITE (HZ↑ RZV↓)
KLF6,-0.77,**,-0.8,-0.4,-0.3,CONCORDANT ↓
PIK3R1,-1.1,***,-1.2,-0.2,-0.3,CONCORDANT ↓
TIGIT,1.1,***,0.8,1.0,0.2,CONCORDANT ↑
R3HDM4,-0.39,***,-0.2,-0.1,-0.4,CONCORDANT ↓
CD3G,0.61,***,-0.1,-0.1,-0.7,OPPOSITE (HZ↑ RZV↓)
ATP8B2,0.3,***,0.5,-0.0,-1.7,CONCORDANT ↑
ZRSR2,-0.29,***,0.2,-0.2,0.1,OPPOSITE (HZ↓ RZV↑)
IFI16,0.64,***,-0.1,-0.3,-0.6,OPPOSITE (HZ↑ RZV↓)
SRM,-0.31,***,-0.1,-0.2,0.0,CONCORDANT ↓
NMI,0.49,***,0.5,-0.1,-0.1,CONCORDANT ↑
AIP,0.26,***,0.2,-0.1,0.3,CONCORDANT ↑
SNRPN,0.76,***,-0.2,-0.3,-0.5,OPPOSITE (HZ↑ RZV↓)
PKN1,-0.27,***,1.1,1.1,-0.0,OPPOSITE (HZ↓ RZV↑)
MYO1F,-0.55,***,3.6,2.9,-1.5,OPPOSITE (HZ↓ RZV↑)
ISCU,-0.37,***,-0.0,-0.2,0.5,CONCORDANT ↓
INTS8,0.33,***,0.6,0.1,0.8,CONCORDANT ↑
GBP2,0.27,***,0.3,0.2,-0.5,CONCORDANT ↑
SCAI,-1.18,***,2.1,2.0,1.9,OPPOSITE (HZ↓ RZV↑)
RAB29,0.3,***,0.1,0.4,0.2,CONCORDANT ↑
USP15,-0.56,***,0.1,-0.0,0.1,OPPOSITE (HZ↓ RZV↑)
PTPN18,0.35,***,1.3,2.1,2.2,CONCORDANT ↑
ENSA,-0.58,***,-0.1,-0.1,0.1,CONCORDANT ↓
ATF2,0.3,***,-0.1,0.1,0.0,OPPOSITE (HZ↑ RZV↓)
RPL21P16,0.55,***,-0.4,-0.4,-0.2,OPPOSITE (HZ↑ RZV↓)
MAT2B,0.69,***,0.4,0.4,0.3,CONCORDANT ↑
SYT11,0.28,***,2.1,3.4,1.9,CONCORDANT ↑
RPL21,4.71,***,-0.1,-0.2,-0.0,OPPOSITE (HZ↑ RZV↓)
MRPL18,0.34,***,0.3,-0.1,0.3,CONCORDANT ↑
IRF2,0.5,***,1.3,0.5,0.5,CONCORDANT ↑
DR1,0.27,***,0.7,0.5,0.2,CONCORDANT ↑
GIMAP2,1.03,***,0.4,-0.5,-0.1,CONCORDANT ↑
MRPS18C,0.79,***,0.0,0.1,0.0,CONCORDANT ↑
BCAS3,-1.45,***,3.1,2.3,2.5,OPPOSITE (HZ↓ RZV↑)
ANXA5,0.27,***,1.0,1.6,0.8,CONCORDANT ↑
UBE2B,-0.34,***,0.2,-0.1,0.3,OPPOSITE (HZ↓ RZV↑)
FAM89B,-0.36,***,-0.8,-0.9,-0.8,CONCORDANT ↓
TRIM69,0.45,***,-0.7,-0.6,-0.5,OPPOSITE (HZ↑ RZV↓)
GOLGA4,-0.92,***,-0.1,-0.2,-0.0,CONCORDANT ↓
TWF2,0.95,***,1.2,0.9,0.7,CONCORDANT ↑
CD74,-0.83,***,0.6,0.6,0.2,OPPOSITE (HZ↓ RZV↑)
CD3D,0.58,***,-0.2,-0.2,-0.3,OPPOSITE (HZ↑ RZV↓)
FGFR1OP2,0.45,***,-0.1,-0.1,0.3,OPPOSITE (HZ↑ RZV↓)
SYNE1,0.54,***,0.8,1.2,-0.7,CONCORDANT ↑
SMG1,0.37,***,-0.2,0.2,-0.8,OPPOSITE (HZ↑ RZV↓)
RPL18A,0.32,***,-0.2,-0.3,-0.0,OPPOSITE (HZ↑ RZV↓)
TBRG1,-0.38,***,0.2,-0.1,0.3,OPPOSITE (HZ↓ RZV↑)
ROCK1,0.35,***,0.1,-0.1,-0.4,CONCORDANT ↑
MIDN,-0.35,**,0.3,0.0,-0.8,OPPOSITE (HZ↓ RZV↑)
TES,0.44,***,-0.9,-0.2,-0.5,OPPOSITE (HZ↑ RZV↓)
LAP3,0.26,***,0.4,0.0,0.6,CONCORDANT ↑
EIF1,-1.13,***,-0.4,-0.5,-0.1,CONCORDANT ↓
IGBP1,0.26,***,0.7,0.8,0.1,CONCORDANT ↑
MRPL51,0.67,***,0.4,0.4,0.0,CONCORDANT ↑
CPNE3,0.41,***,0.0,0.0,-0.0,CONCORDANT ↑
CCT8,0.31,***,-0.3,-0.4,-0.1,OPPOSITE (HZ↑ RZV↓)
SLFN5,1.5,***,-0.8,-0.8,-0.3,OPPOSITE (HZ↑ RZV↓)
RHOT2,-0.37,***,-0.2,-0.0,1.2,CONCORDANT ↓
DTX3L,0.57,***,-1.1,-0.6,-0.5,OPPOSITE (HZ↑ RZV↓)
C9orf78,-0.3,***,-0.0,-0.1,0.1,CONCORDANT ↓
SRPK2,-0.41,***,-0.0,0.3,0.1,CONCORDANT ↓
SNAPIN,0.37,***,0.5,0.4,0.3,CONCORDANT ↑
FUS,0.26,***,-0.3,-0.1,-0.2,OPPOSITE (HZ↑ RZV↓)
RETREG2,-0.25,***,0.4,0.3,0.4,OPPOSITE (HZ↓ RZV↑)
OST4,0.34,***,-0.2,-0.2,0.0,OPPOSITE (HZ↑ RZV↓)
ZNF91,0.43,***,-0.1,-0.9,-0.1,OPPOSITE (HZ↑ RZV↓)
NUDT5,0.35,***,0.2,0.0,0.2,CONCORDANT ↑
GPRIN3,0.34,***,1.1,1.3,0.4,CONCORDANT ↑
DRAP1,-0.33,***,0.5,0.4,0.8,OPPOSITE (HZ↓ RZV↑)
ARAP2,0.25,***,0.5,0.9,0.5,CONCORDANT ↑
CSDE1,0.39,***,0.0,0.1,-0.0,CONCORDANT ↑
RPL8,0.59,***,-0.2,-0.2,-0.1,OPPOSITE (HZ↑ RZV↓)
