"","D14","D60","D74","D365"
"ENSG00000175866",-1.217237148976,-0.612731452472922,-0.438838642076125,-0.270527020906013
"ENSG00000146426",2.3679913254186,1.38867013489714,3.51937452229573,1.78754739786059
"ENSG00000153234",-1.48691347298897,-0.692850935634675,-1.30264721394864,-0.222186645942957
"ENSG00000175348",1.344209807367,0.700380308136759,0.980081446291796,1.08027829079305
"ENSG00000106588",0.627197258635706,0.353649720508956,0.259035447924723,0.100361252854313
"ENSG00000215301",-0.628247938262424,-0.470102647416912,-0.535423778748596,-0.189193918579917
"ENSG00000187601",1.53581807670729,0.64518617246485,0.889878089110729,0.206985207044972
"ENSG00000115053",-0.308938069092019,-0.16248822825397,-0.37257895173758,-0.2514080517634
"ENSG00000153250",-1.35412823437272,-1.06742306678882,-1.06733475721348,-0.634755409745789
"ENSG00000104064",-0.689474807576449,-0.433176521627498,-0.482012332125119,-0.0942511862051402
"ENSG00000092820",-0.626789220223218,-0.521777966188806,-0.651690827435214,-0.437018019880353
"ENSG00000078596",0.614202888640258,0.338145018393066,0.243244605044818,-0.188851130863295
"ENSG00000103202",-5.60368291529603,-6.19539744895506,-8.14431283608452,-0.11316826286557
"ENSG00000102144",-0.342540579798919,-0.174233263860093,-0.261085990025852,-0.176478525190324
"ENSG00000160791",6.66365020844031,4.55759832202524,4.8726945679836,0.698068769414715
"ENSG00000105671",0.844223924740792,0.454511460096877,0.263856768220901,0.509827864019949
"ENSG00000183077",5.567302414816,0.36227424363738,2.95457736207199,3.29669691564091
"ENSG00000164251",-7.15322549549705,-3.22213296140642,-7.41869168286739,-3.53968651851951
"ENSG00000101134",7.41352296626397,7.74676518380802,9.06548781768668,-0.0603578130071724
"ENSG00000235096",-4.56499413920958,-4.33605051304239,-4.59988190064325,-4.41833656080185
"ENSG00000188994",0.75477802638724,0.380720775078801,0.762936228674467,0.304588175966975
"ENSG00000225630",-0.617968584558883,-0.288679271179805,-0.487044434344741,-0.163881265710365
"ENSG00000235786",-5.00287336078134,-4.47471944848735,-3.00650725382839,-4.63032618121345
"ENSG00000118971",-0.977031983964587,-0.860764748352952,-1.0489632979511,-1.17863371818815
"ENSG00000103381",5.88572113844699,5.63391370209976,7.17505559714888,5.68119092760599
"ENSG00000249637",4.80828625478579,1.40517703178924,2.64895374610368,3.22284893051606
"ENSG00000117139",0.787084966261665,0.0764427412963695,0.586811038243983,0.131323629108507
"ENSG00000272009",-2.9950068889373,-1.31955160543987,-2.07007164748539,-1.32721150139184
"ENSG00000119185",0.731602803305639,0.429085437418639,0.581667778247194,0.322645849466639
"ENSG00000267322",-1.99701553133985,-0.657762194767293,-1.41201263487484,0.022197290396497
"ENSG00000060688",0.399764384692534,0.0103461520216677,0.0472113762727501,0.315127557276314
"ENSG00000100558",-4.6715665899618,-1.56341905160706,-6.96824646825182,-2.86548783424469
