Gene,HRA_CD4Naive_LFC,RZV_D14_LFC,RZV_D74_LFC,RZV_D365_LFC,Direction
EME2,-0.0,-0.9,-0.9,-0.7,Concordant Down
EMILIN1,-0.036,-1.8,-3.3,-2.0,Concordant Down
EML6,-0.004,-4.9,-5.7,-2.4,Concordant Down
ENKD1,-0.087,-1.2,-3.0,-0.9,Concordant Down
ENKUR,-0.043,-1.3,-3.3,-0.7,Concordant Down
ENTPD6,-0.074,-3.3,-0.1,-2.6,Concordant Down
EPAS1,0.0,-1.6,-1.5,-0.3,Concordant Down
EPN2,-0.022,-1.4,1.9,0.8,Concordant Down
EPS15-AS1,-0.007,-1.3,-0.5,-2.3,Concordant Down
EPS8,-0.096,-6.1,-4.1,-2.8,Concordant Down
ERC1,-0.066,-0.9,-0.0,-0.2,Concordant Down
DUSP8,-0.1,-1.3,-2.4,-2.2,Concordant Down
DCLRE1B,-0.021,-0.6,-1.2,-2.0,Concordant Down
DUSP1,-1.279,-2.1,-1.3,0.9,Concordant Down
DTD1,-0.151,-1.1,-0.7,0.4,Concordant Down
DENND1B,-0.047,-1.0,0.1,-0.1,Concordant Down
DGAT2,-0.412,-3.3,-1.7,-3.3,Concordant Down
DGCR2,-0.02,-0.7,-0.4,-0.9,Concordant Down
DHODH,-0.086,-0.6,-1.0,-0.1,Concordant Down
DHX32,-0.073,-2.1,-0.8,0.4,Concordant Down
DHX34,-0.103,-0.9,-1.0,-0.2,Concordant Down
DIPK2A,-0.3,-0.8,0.3,-1.3,Concordant Down
DLG2,-0.124,-2.7,-3.3,-1.6,Concordant Down
DLK2,-0.001,-4.7,-3.6,-2.9,Concordant Down
DMKN,-0.027,-0.9,-3.2,-1.4,Concordant Down
DNAH1,-0.391,-0.8,0.0,-0.9,Concordant Down
DNAH14,-0.012,-0.8,-0.6,-1.9,Concordant Down
DNAJC6,-0.07,-0.8,-0.6,0.1,Concordant Down
DNHD1,-0.044,-1.2,-1.5,-0.9,Concordant Down
DNMBP,-0.093,-1.7,-2.5,0.0,Concordant Down
DOCK4,-0.273,-4.2,-6.0,-3.3,Concordant Down
DOCK8-AS1,0.0,-0.7,-1.0,1.3,Concordant Down
DPY19L1,-0.111,-1.8,0.1,0.5,Concordant Down
DRAM1,-0.058,-3.8,-1.2,-0.1,Concordant Down
DTWD2,-0.028,-0.9,-0.8,6.6,Concordant Down
CDKN2D,-0.433,-1.9,-2.2,-1.0,Concordant Down
CDKN1C,-0.304,-1.7,-2.6,-2.2,Concordant Down
CDK5R1,-0.047,-0.8,-0.7,0.9,Concordant Down
ALDH7A1,-0.028,-0.9,-0.7,1.5,Concordant Down
ALOX5,-0.416,-2.3,-1.2,-0.2,Concordant Down
ALPK1,-0.186,-3.5,-5.2,-1.7,Concordant Down
AMY2B,-0.766,-1.1,0.3,-3.1,Concordant Down
ANKRD34A,-0.094,-3.7,-0.9,-1.6,Concordant Down
ANKRD6,-0.083,-3.0,-2.7,-3.6,Concordant Down
ANO10,-0.286,-1.3,-4.6,0.5,Concordant Down
ANPEP,-0.224,-0.9,-2.8,-2.0,Concordant Down
ANTKMT,-0.724,-1.9,1.0,-0.3,Concordant Down
AP1B1,-0.015,-0.6,-0.8,-0.7,Concordant Down
APBA2,-0.148,-5.3,-3.9,-4.7,Concordant Down
APOA1,-0.169,-1.5,-1.3,-0.0,Concordant Down
AREG,-0.208,-3.0,-2.5,-1.2,Concordant Down
ARG1,-0.028,-0.8,0.7,1.9,Concordant Down
ARHGEF18,-0.762,-1.7,-1.5,-0.7,Concordant Down
ARIH2OS,-0.208,-4.4,-1.8,-1.6,Concordant Down
ARL4A,-0.194,-1.5,-0.9,-0.3,Concordant Down
ARL4D,-0.169,-0.6,-1.4,0.8,Concordant Down
ARRB1,-0.499,-3.0,-2.9,-3.1,Concordant Down
ALCAM,-0.061,-1.1,-0.8,-0.0,Concordant Down
ARRDC4,-0.028,-1.4,-2.1,-0.8,Concordant Down
AKR1E2,-0.203,-2.9,-4.0,-1.2,Concordant Down
AHRR,-0.047,-2.2,-0.1,-2.3,Concordant Down
MEIOC,-0.092,-1.3,-0.2,-2.7,Concordant Down
ABCB1,-0.04,-3.5,0.9,-0.8,Concordant Down
ABHD5,-0.053,-1.1,-0.6,-0.2,Concordant Down
ABHD8,-0.079,-1.9,-1.9,-0.5,Concordant Down
ABLIM2,-0.032,-2.9,0.1,-1.5,Concordant Down
ABTB2,-0.248,-2.2,-2.2,-3.0,Concordant Down
ACSS2,-0.043,-1.3,-3.9,-1.8,Concordant Down
ACTR5,-0.204,-0.6,-0.7,-0.6,Concordant Down
ACVR2A,-0.189,-1.1,-0.5,-1.0,Concordant Down
ADAM22,-0.009,-2.2,-3.1,-2.6,Concordant Down
ADAMTSL4-AS2,-0.049,-3.3,-0.7,-1.4,Concordant Down
ADCY3,-0.2,-1.3,-0.0,-1.9,Concordant Down
ADCY9,-0.019,-0.7,-1.6,-0.9,Concordant Down
ADGRE2,-0.027,-1.0,-1.7,-0.1,Concordant Down
ADNP-AS1,-0.087,-2.5,-3.0,0.5,Concordant Down
ADORA2B,-0.017,-1.6,-0.9,-1.4,Concordant Down
ADPGK-AS1,-0.027,-1.8,0.9,-3.6,Concordant Down
ADRB2,-0.107,-1.5,-1.7,-1.1,Concordant Down
ADTRP,-0.158,-2.1,-2.2,-2.4,Concordant Down
AKR1C7P,0.0,-1.1,1.2,-1.7,Concordant Down
ARSB,-0.091,-1.1,-2.2,0.9,Concordant Down
ARSD,-0.039,-2.7,-3.2,-0.1,Concordant Down
ASH1L-AS1,-0.242,-0.8,-0.1,-0.6,Concordant Down
C8orf88,-0.007,-4.3,-7.3,-2.9,Concordant Down
CADM2,-0.063,-1.4,-2.8,-0.6,Concordant Down
CAGE1,-0.026,-2.1,-2.5,-1.2,Concordant Down
CALD1,-0.001,-3.4,-3.6,-1.1,Concordant Down
CALY,-0.107,-3.9,-4.1,-3.5,Concordant Down
CAMK2N1,-0.173,-3.9,-4.2,0.1,Concordant Down
CAPG,-0.058,-0.7,-1.3,0.4,Concordant Down
CARS1,-1.0,-0.6,0.0,0.2,Concordant Down
CASC11,-0.005,-2.3,-4.1,-2.4,Concordant Down
CAVIN2,-0.035,-1.8,-2.0,1.5,Concordant Down
CBFB,-0.1,-0.8,-0.3,0.2,Concordant Down
CCDC120,-0.044,-1.2,-0.9,-2.3,Concordant Down
CCND3,-0.213,-0.7,-1.1,0.6,Concordant Down
CD69,-0.298,-0.9,-0.7,-0.0,Concordant Down
CD72,-0.18,-0.7,-1.5,-0.1,Concordant Down
CDC42BPA,-0.022,-1.2,-1.6,-1.3,Concordant Down
CDCA2,-0.004,-1.1,1.5,0.9,Concordant Down
CDCA8,-0.001,-1.3,-2.1,-0.1,Concordant Down
CDH23,-0.458,-3.8,1.4,-3.0,Concordant Down
C4orf46,-0.104,-2.8,-4.0,-1.4,Concordant Down
C3orf52,-0.043,-1.8,-2.2,-1.6,Concordant Down
C2CD4D,-0.044,-2.5,-0.2,0.0,Concordant Down
C20orf204,-0.021,-1.5,-0.6,-2.4,Concordant Down
ASPHD1,-0.037,-2.3,-3.9,-3.6,Concordant Down
ATF3,-0.269,-1.3,-2.0,-2.3,Concordant Down
ATG7,-0.092,-0.6,-1.1,-0.1,Concordant Down
ATP1A1-AS1,-0.03,-1.8,-1.7,0.0,Concordant Down
ATP2B1-AS1,-0.06,-0.8,0.5,-0.0,Concordant Down
B4GALT5,-0.146,-0.9,-0.0,-0.7,Concordant Down
B9D1,-0.027,-2.2,-3.7,-2.5,Concordant Down
BAIAP2,-0.039,-1.2,-0.4,-0.3,Concordant Down
BAIAP2L1,-4.522,-1.3,-1.8,0.5,Concordant Down
ERFL,-0.142,-0.7,-0.3,-0.6,Concordant Down
BAZ2B,-0.018,-1.4,-0.8,-2.0,Concordant Down
BBS9,-0.136,-1.0,-0.7,0.2,Concordant Down
BEX5,-0.118,-2.0,-1.2,-0.0,Concordant Down
BHLHE40,-0.278,-1.0,-0.9,-0.3,Concordant Down
BHLHE40-AS1,-0.103,-1.6,-1.9,-0.7,Concordant Down
BMP8B,-0.007,-2.1,0.8,-0.0,Concordant Down
BTBD2,-0.195,-1.8,-2.0,-4.3,Concordant Down
C17orf67,-0.383,-0.8,-1.2,0.2,Concordant Down
C1QTNF12,0.0,-2.5,0.1,-2.4,Concordant Down
C2,-0.021,-1.0,-4.0,-2.4,Concordant Down
BBOF1,-0.061,-1.2,-2.0,0.4,Concordant Down
ERGIC1,-0.025,-3.2,0.0,-1.2,Concordant Down
BAIAP3,-0.059,-1.5,-0.4,-2.7,Concordant Down
ERN1,-0.52,-0.8,-0.2,-0.2,Concordant Down
KCND1,-0.003,-2.3,0.9,-2.8,Concordant Down
KCTD13,-0.156,-1.0,-0.5,-1.0,Concordant Down
KIAA1328,-0.149,-1.6,-0.5,-0.5,Concordant Down
KIF13A,-0.144,-3.0,-1.6,-3.0,Concordant Down
KIF5C,-0.191,-1.4,-3.4,-1.1,Concordant Down
KIF9,-0.11,-1.0,-0.2,0.2,Concordant Down
KIFBP,-0.279,-1.3,-1.6,-0.9,Concordant Down
KIFC3,-0.023,-4.4,0.4,1.8,Concordant Down
KLF11,-0.088,-0.8,-0.3,-1.1,Concordant Down
KLF3,-0.243,-0.7,-1.1,-0.6,Concordant Down
KLF5,-0.143,-1.5,-4.8,-3.5,Concordant Down
KLHL17,-0.198,-2.1,-1.7,-0.5,Concordant Down
KLHL2,-0.127,-0.6,-0.0,-0.0,Concordant Down
KLHL23,-0.087,-0.8,0.2,0.0,Concordant Down
KLHL26,-0.091,-1.3,-1.7,-2.6,Concordant Down
KYNU,-0.04,-2.3,-1.9,-2.7,Concordant Down
LATS2,-0.182,-1.3,-3.7,-1.8,Concordant Down
LILRA6,-0.048,-1.0,-1.1,1.7,Concordant Down
LILRB3,-0.249,-0.9,-0.7,-0.5,Concordant Down
KCNAB2,-0.033,-0.9,-0.1,-0.4,Concordant Down
LINC00106,-0.069,-0.7,-2.2,-2.5,Concordant Down
JUN,-0.716,-0.9,-0.4,-1.0,Concordant Down
JHY,-0.032,-3.7,-3.3,-0.4,Concordant Down
IFNGR1,-0.098,-0.7,-0.8,-0.0,Concordant Down
IGHM,-0.066,-1.9,-2.9,-2.3,Concordant Down
IGSF22,-0.005,-2.8,1.3,-1.7,Concordant Down
IL1R1,-0.108,-3.2,-1.1,-0.1,Concordant Down
IL1R2,-0.613,-0.9,-4.2,-1.2,Concordant Down
IL3RA,-0.261,-0.8,-1.9,-0.1,Concordant Down
IL4I1,-0.182,-1.0,-0.2,1.8,Concordant Down
IMMP2L,-0.254,-1.2,-1.1,-0.9,Concordant Down
INAFM2,-0.095,-1.1,-1.5,-2.3,Concordant Down
INO80E,-0.118,-0.8,0.7,0.8,Concordant Down
INPP5A,-0.113,-1.0,-1.5,-2.0,Concordant Down
IQCH-AS1,-0.181,-1.5,-0.4,-1.1,Concordant Down
IQSEC2,-0.022,-0.7,-1.5,-0.9,Concordant Down
IRS2,-0.467,-1.2,-2.1,-0.6,Concordant Down
ISYNA1,-0.009,-3.4,-5.4,0.8,Concordant Down
ITGA6-AS1,-0.225,-1.6,-2.3,-2.5,Concordant Down
ITGB7,-0.104,-0.8,1.1,-0.3,Concordant Down
ITPRID2,-0.402,-0.6,-1.0,-1.2,Concordant Down
ITSN1,-0.049,-3.9,-3.5,-1.0,Concordant Down
JSRP1,-0.027,-2.8,-3.5,0.4,Concordant Down
LINC00513,-0.198,-1.2,-0.2,-1.3,Concordant Down
LINC00665,-0.04,-1.3,-2.2,0.6,Concordant Down
LINC00944,-0.145,-0.8,-1.1,0.1,Concordant Down
MAFF,-0.12,-2.9,-2.7,-1.5,Concordant Down
MAGI3,-0.641,-1.2,-3.7,-3.2,Concordant Down
MAGIX,-0.006,-1.3,-0.9,-0.5,Concordant Down
MAML3,-0.24,-3.6,-6.7,-2.7,Concordant Down
MAN1B1-DT,-0.249,-1.6,-3.0,0.0,Concordant Down
MAP3K15,-0.006,-0.9,0.2,0.2,Concordant Down
MAP3K2-DT,-0.293,-0.8,-0.9,0.6,Concordant Down
MAP3K21,-0.026,-1.4,-3.4,-0.8,Concordant Down
MAP3K9,-0.006,-2.0,-0.6,-0.9,Concordant Down
MAP7D2,-0.027,-0.7,-2.4,-1.3,Concordant Down
MARCHF9,-1.037,-1.3,-1.8,0.3,Concordant Down
MATK,-0.109,-2.0,-1.5,0.7,Concordant Down
MATN1,0.0,-1.3,-2.5,-2.5,Concordant Down
MB21D2,-0.046,-4.4,-0.8,-0.4,Concordant Down
MCC,-0.008,-1.5,-0.8,-3.5,Concordant Down
MCMDC2,-0.011,-1.2,-0.0,-2.1,Concordant Down
MCTP2,-0.393,-4.4,-2.3,-0.7,Concordant Down
ERMN,-0.076,-1.5,-0.1,-0.1,Concordant Down
MDGA1,-0.141,-1.4,-0.2,0.1,Concordant Down
MADCAM1,-0.04,-0.7,0.5,-0.5,Concordant Down
LYN,-0.652,-1.7,-0.2,-1.8,Concordant Down
LSR,-0.198,-4.3,-2.3,-1.0,Concordant Down
LRRC23,-0.238,-2.1,-0.7,-0.8,Concordant Down
LINC00989,-0.015,-1.2,-1.2,0.7,Concordant Down
LINC01138,-2.035,-1.2,-1.5,-0.8,Concordant Down
LINC01366,-0.057,-3.0,-2.0,-0.6,Concordant Down
LINC01806,-0.014,-0.8,-0.5,-0.7,Concordant Down
LINC02265,-0.055,-0.8,0.2,2.2,Concordant Down
LINC02391,-0.007,-1.7,-1.0,0.8,Concordant Down
LINC02614,-0.075,-2.1,-0.8,-1.6,Concordant Down
LINC02648,-0.132,-0.7,-3.1,-1.6,Concordant Down
LINC02649,-0.046,-0.7,-1.7,3.7,Concordant Down
IFNG,-0.001,-1.5,-1.3,-0.4,Concordant Down
LINC02728,-0.033,-3.0,-2.6,-1.5,Concordant Down
LINC02863,-0.166,-1.1,-2.3,-1.9,Concordant Down
LIPT2,-0.214,-0.6,2.2,1.4,Concordant Down
LLGL2,-0.15,-1.5,2.1,0.4,Concordant Down
LMNB2,-0.041,-0.7,-0.3,0.1,Concordant Down
LMNTD2,-0.114,-1.5,0.1,-0.9,Concordant Down
LPAR2,-0.101,-1.2,-0.8,-1.2,Concordant Down
LRATD2,-1.05,-1.3,-2.2,-0.8,Concordant Down
LRFN3,-0.027,-2.5,0.4,0.0,Concordant Down
LRP2BP,-0.475,-0.6,-0.6,-1.2,Concordant Down
LINC02762,-0.577,-3.6,-3.3,-1.5,Concordant Down
IFITM3,-0.098,-0.9,-0.9,-0.8,Concordant Down
LMF1,-0.256,-2.8,-0.7,0.1,Concordant Down
ICAM1,-0.254,-1.1,-0.4,-0.4,Concordant Down
FGGY,-0.17,-1.2,-0.2,0.1,Concordant Down
FHL1,-0.042,-1.1,-1.0,-0.0,Concordant Down
FILIP1L,-0.134,-1.0,-0.4,-2.2,Concordant Down
FLACC1,-0.022,-2.0,-1.7,1.4,Concordant Down
FLYWCH1,-0.121,-0.8,1.5,0.1,Concordant Down
FMO5,-0.574,-1.6,0.5,-3.5,Concordant Down
FNDC3B,-0.278,-0.7,-0.6,-0.1,Concordant Down
FOSL2,-0.661,-1.0,-0.6,-0.6,Concordant Down
FOXD2-AS1,-0.039,-1.7,0.6,-1.4,Concordant Down
FOXO3B,-0.107,-1.1,-0.3,-1.5,Concordant Down
FRMD4A,-0.068,-1.0,-0.1,-0.2,Concordant Down
FSD1L,-0.251,-1.4,4.7,2.8,Concordant Down
FTH1,-0.099,-0.6,-0.4,-0.3,Concordant Down
FXYD7,-0.197,-2.0,-1.3,-2.1,Concordant Down
G2E3-AS1,-0.015,-2.3,-0.8,-2.4,Concordant Down
GABARAPL1,-0.24,-1.1,-1.5,-0.6,Concordant Down
GABBR1,-0.099,-3.7,-3.7,-0.4,Concordant Down
GAREM1,-2.243,-1.4,-1.5,-2.1,Concordant Down
GAS6,-0.046,-2.4,-3.6,-2.1,Concordant Down
FGFBP3,-0.196,-2.5,-1.6,-1.6,Concordant Down
FGF9,-0.012,-6.2,-6.7,-4.0,Concordant Down
FGF13,-0.035,-1.1,0.9,-0.0,Concordant Down
FER,-0.159,-5.7,-4.0,-3.3,Concordant Down
ERRFI1,-0.07,-1.3,-0.0,-2.0,Concordant Down
ETNK2,-0.056,-2.6,-2.2,-1.0,Concordant Down
ID1,-0.11,-3.4,-3.3,-1.2,Concordant Down
EXD3,-0.007,-1.3,0.6,-1.9,Concordant Down
EXOC6B,-0.06,-0.7,-0.8,0.9,Concordant Down
EXT1,-0.235,-0.9,-0.6,0.3,Concordant Down
FAAH2,-0.537,-1.6,-1.9,0.2,Concordant Down
FADS3,-0.08,-1.8,-0.2,-0.4,Concordant Down
FAM110C,0.0,-2.6,-1.3,-2.5,Concordant Down
GATA3-AS1,-0.156,-1.2,0.1,-1.1,Concordant Down
FAM120B,-0.029,-0.6,-0.3,-0.2,Concordant Down
FAM174B,-0.645,-2.0,-1.1,-0.1,Concordant Down
FAM217A,-0.194,-1.0,-0.7,-0.6,Concordant Down
FAM228B,-0.109,-1.5,-0.7,-0.8,Concordant Down
FAM53A,-0.001,-1.2,-2.4,-1.4,Concordant Down
FAM89B,-0.186,-0.8,-0.9,-0.8,Concordant Down
FARP1-AS1,-0.075,-2.5,-1.7,0.5,Concordant Down
FBXL22,-0.134,-1.4,0.3,-2.3,Concordant Down
FBXW9,-0.0,-1.4,-0.1,-1.5,Concordant Down
FCHO2,-0.069,-1.7,-1.7,-1.2,Concordant Down
FAM135A,-0.024,-0.9,-1.6,0.6,Concordant Down
GFPT2,0.0,-1.2,1.5,-0.2,Concordant Down
FBXL18,-0.002,-1.3,-0.5,-0.6,Concordant Down
GIHCG,-0.224,-1.6,-2.3,0.2,Concordant Down
H2BC21,-0.556,-1.1,-0.6,3.0,Concordant Down
H2BC9,-0.045,-0.9,-1.4,-0.2,Concordant Down
H3C1,-0.182,-1.1,0.6,-2.2,Concordant Down
H3C10,-0.065,-2.5,-0.3,-2.2,Concordant Down
H3C6,-0.016,-0.9,-0.4,-2.5,Concordant Down
H4C1,-0.093,-1.1,0.2,-3.7,Concordant Down
HDAC4-AS1,-0.509,-2.5,-2.2,-1.7,Concordant Down
HEATR4,-0.039,-1.0,-0.2,-1.9,Concordant Down
HEATR5A,-0.089,-1.7,0.1,-0.9,Concordant Down
H2AC11,-0.145,-2.0,2.1,-1.1,Concordant Down
HECW2-AS1,-0.25,-3.4,-3.2,-1.2,Concordant Down
HHAT,-0.025,-1.5,-3.0,-0.9,Concordant Down
HIP1,-0.168,-2.9,-0.1,1.5,Concordant Down
HIP1R,-0.081,-0.8,-0.2,-1.2,Concordant Down
HLA-F-AS1,-0.079,-1.3,-1.9,-0.2,Concordant Down
HOMER1,-0.08,-1.4,-2.4,-1.9,Concordant Down
HYAL3,-0.01,-1.8,-1.3,-5.5,Concordant Down
GGT7,-0.398,-3.6,-4.4,1.8,Concordant Down
HOOK2,-1.19,-1.8,-2.1,1.7,Concordant Down
HOPX,-0.31,-1.1,-0.5,0.6,Concordant Down
HES4,-0.334,-3.6,0.5,0.2,Concordant Down
GTF2IRD2,-0.12,-0.6,-2.3,-1.9,Concordant Down
HECW2,-0.369,-3.0,-2.6,0.1,Concordant Down
GSTO2,-0.02,-1.6,-0.1,-1.0,Concordant Down
GIPC1,-0.087,-4.0,-4.5,-0.5,Concordant Down
GLUL,-0.963,-1.3,-1.8,-1.1,Concordant Down
GMDS-DT,-0.615,-0.8,-0.4,-1.4,Concordant Down
GNA11,-0.06,-4.0,-5.1,-3.4,Concordant Down
GNA15,-0.141,-2.0,-0.5,-1.2,Concordant Down
GNAO1,-0.074,-1.9,-0.9,-1.9,Concordant Down
GNG11,-0.007,-2.4,-2.6,0.6,Concordant Down
GTF2IRD1,-0.001,-3.6,-1.9,-0.5,Concordant Down
GORASP1,-0.019,-1.1,-1.2,-0.0,Concordant Down
GNLY,-0.093,-2.3,3.1,3.3,Concordant Down
GPHN,-0.113,-0.6,-0.5,-0.4,Concordant Down
GLIS2,-0.01,-0.8,-0.2,0.4,Concordant Down
GIT1,-0.098,-0.7,-0.5,-0.6,Concordant Down
GREB1L,-0.037,-1.4,-2.2,-0.1,Concordant Down
GRIK1,-0.028,-1.9,-2.8,0.1,Concordant Down
GRK2,-0.442,-0.7,-1.3,0.2,Concordant Down
GSN,-0.019,-1.3,-2.9,-1.8,Concordant Down
GP6,-0.069,-2.1,-0.9,-1.3,Concordant Down
GIPR,-0.007,-0.9,-2.9,-0.9,Concordant Down
RAB11B,0.105,0.7,0.8,0.8,Concordant Up
R3HDM1,0.404,1.0,1.1,0.5,Concordant Up
RAB11B-AS1,0.272,2.7,1.1,1.5,Concordant Up
RAB30,0.594,1.4,1.4,1.0,Concordant Up
RAB1B,0.562,0.6,0.7,0.1,Concordant Up
R3HCC1L,0.304,0.9,1.2,1.0,Concordant Up
RAB33A,0.535,4.7,4.6,1.2,Concordant Up
RAB34,0.105,3.0,2.3,4.8,Concordant Up
RAB38,0.03,5.5,5.8,4.8,Concordant Up
RAB4B,0.051,3.0,2.2,2.0,Concordant Up
RAB11FIP1,0.039,0.9,1.1,-0.6,Concordant Up
QSER1,0.369,2.2,2.8,1.0,Concordant Up
PXMP2,0.141,1.7,1.6,0.6,Concordant Up
PYGO2,0.438,2.1,-0.3,1.3,Concordant Up
PYCARD,0.661,2.0,2.5,-3.2,Concordant Up
PXYLP1,0.315,2.2,0.7,4.4,Concordant Up
PXN-AS1,0.007,0.8,3.2,2.3,Concordant Up
PXMP4,0.529,1.5,0.3,-0.7,Concordant Up
PWAR5,0.069,1.6,-1.6,1.8,Concordant Up
PUS7L,0.445,0.7,0.3,0.7,Concordant Up
PUDP,0.29,1.6,1.0,0.5,Concordant Up
PTRHD1,0.73,1.4,1.4,0.6,Concordant Up
PTER,0.342,1.4,0.7,0.4,Concordant Up
RABEP2,0.143,2.8,1.1,2.2,Concordant Up
PTPN18,0.731,1.3,2.1,2.2,Concordant Up
PTK2B,0.28,0.8,0.6,0.4,Concordant Up
PTMS,0.029,2.7,3.8,2.1,Concordant Up
QRSL1,0.308,0.6,0.1,-0.1,Concordant Up
RACGAP1,0.154,1.0,0.4,0.1,Concordant Up
REC8,0.047,2.0,1.7,1.4,Concordant Up
RAD51AP1,0.011,3.2,0.7,2.8,Concordant Up
RHBDD3,0.203,1.1,1.7,0.6,Concordant Up
RGS3,0.123,1.4,1.8,2.4,Concordant Up
PTCD2,0.201,2.5,2.0,1.6,Concordant Up
RHEBL1,0.096,2.8,0.2,-0.5,Concordant Up
RFX7,0.192,1.5,1.4,0.4,Concordant Up
RFT1,0.248,1.0,0.7,0.6,Concordant Up
RFESD,0.361,0.6,0.2,0.6,Concordant Up
RFC3,0.178,1.0,0.6,0.0,Concordant Up
RFC2,0.067,0.9,1.0,1.0,Concordant Up
REX1BD,0.063,0.6,0.5,1.0,Concordant Up
RETREG3,0.455,1.1,1.1,0.9,Concordant Up
RELL2,0.021,1.0,1.1,2.2,Concordant Up
REEP4,0.078,1.2,-0.5,0.3,Concordant Up
RCSD1,0.298,0.8,0.6,0.6,Concordant Up
RAD21,0.822,0.9,1.0,0.4,Concordant Up
RCCD1,0.008,0.7,0.8,-0.9,Concordant Up
RBMX2,0.537,0.7,0.3,0.6,Concordant Up
RBM4B,0.012,0.9,1.1,0.4,Concordant Up
RBM15,0.08,0.8,0.7,0.3,Concordant Up
RBL1,0.131,1.1,2.0,1.4,Concordant Up
RBBP9,0.309,1.0,1.9,-1.7,Concordant Up
RBBP8,0.155,1.0,1.4,0.4,Concordant Up
RB1CC1,0.232,0.7,0.5,0.1,Concordant Up
RASSF2,0.497,1.6,1.9,0.4,Concordant Up
RAP2B,0.473,1.1,1.3,0.8,Concordant Up
RANGRF,0.685,0.7,0.6,1.1,Concordant Up
RANBP6,0.354,0.7,0.5,0.3,Concordant Up
RALB,0.257,3.1,3.3,3.6,Concordant Up
RAD52,0.145,0.7,-0.4,-0.5,Concordant Up
RAD51D,0.368,1.0,1.4,-0.5,Concordant Up
RCC1L,0.181,2.1,1.0,1.2,Concordant Up
PSTPIP1,0.494,4.0,0.4,4.2,Concordant Up
PPARGC1B,0.058,0.7,0.3,-0.7,Concordant Up
PSMD10,0.441,0.8,0.2,0.8,Concordant Up
PPP1CA,0.214,0.6,0.5,0.7,Concordant Up
PPOX,0.019,1.9,5.6,3.6,Concordant Up
PPM1M,0.136,1.7,2.7,1.2,Concordant Up
PPM1B,1.355,0.7,0.9,0.4,Concordant Up
PPIP5K2,0.696,0.9,0.8,-0.0,Concordant Up
PPIL4,0.331,0.6,0.4,0.5,Concordant Up
PPIL3,0.451,2.5,2.2,2.8,Concordant Up
PPCDC,0.034,3.9,1.7,2.6,Concordant Up
PPA2,0.229,0.7,0.2,0.1,Concordant Up
POU2F2,0.38,0.7,0.5,0.2,Concordant Up
POU2F1,0.016,1.2,0.7,1.2,Concordant Up
POU2AF1,0.082,1.7,1.5,0.2,Concordant Up
POT1,0.08,2.6,2.7,1.2,Concordant Up
PORCN,0.001,2.4,3.4,1.5,Concordant Up
POMK,0.155,4.1,4.8,2.7,Concordant Up
POMGNT1,0.018,0.8,0.7,0.9,Concordant Up
POLR3K,0.738,0.8,0.8,0.6,Concordant Up
POLQ,0.0,1.9,2.0,-0.5,Concordant Up
POLL,0.334,1.7,1.9,-1.4,Concordant Up
POLG2,0.35,0.9,1.1,1.2,Concordant Up
POLG,0.404,0.7,0.6,0.1,Concordant Up
POLD4,0.329,1.5,1.6,2.2,Concordant Up
POGLUT1,0.614,0.9,0.9,0.4,Concordant Up
POFUT1,0.077,1.6,0.9,1.4,Concordant Up
PNPLA6,0.082,1.1,1.5,2.4,Concordant Up
PNKP,0.183,0.6,1.1,1.6,Concordant Up
RHNO1,0.913,0.8,1.4,1.3,Concordant Up
PNKD,0.159,0.6,-0.6,1.2,Concordant Up
PMVK,0.278,0.9,0.6,0.3,Concordant Up
PPP1CC,0.916,0.8,0.6,0.3,Concordant Up
PSPN,0.029,2.2,1.7,1.1,Concordant Up
PPP1R16A,0.053,0.6,1.4,-0.1,Concordant Up
PPP1R3D,0.217,1.3,-1.2,-0.2,Concordant Up
PSMC3IP,0.008,2.6,1.7,1.4,Concordant Up
PSMA3-AS1,2.41,0.7,0.5,0.3,Concordant Up
PSMA2,1.547,0.6,0.3,0.1,Concordant Up
PSEN2,0.025,0.9,0.3,3.1,Concordant Up
PSEN1,0.458,0.7,0.6,0.8,Concordant Up
PRSS27,0.017,0.8,-0.1,1.2,Concordant Up
PRSS23,0.092,4.1,2.8,0.1,Concordant Up
PRSS21,0.142,1.9,4.1,5.1,Concordant Up
PRRG4,0.136,1.7,1.7,-1.3,Concordant Up
PRR5L,0.254,0.7,1.1,-0.4,Concordant Up
PRR14L,0.688,0.9,0.6,0.9,Concordant Up
PROSER1,0.349,1.1,1.5,0.1,Concordant Up
PRMT9,0.147,1.4,0.3,1.5,Concordant Up
PRKCSH,0.278,0.6,0.9,0.6,Concordant Up
PRKCB,0.072,0.8,-0.4,-0.1,Concordant Up
PRKAG1,0.205,0.9,0.7,1.1,Concordant Up
PRKAB2,0.252,0.9,0.8,-1.2,Concordant Up
PRKAB1,0.203,1.0,0.8,1.2,Concordant Up
PRDM15,0.049,0.6,0.5,0.1,Concordant Up
PRC1,0.045,3.4,2.3,2.0,Concordant Up
PRAG1,0.257,5.4,5.3,3.1,Concordant Up
PPT2,0.195,0.7,-0.2,-1.0,Concordant Up
PPP3CB,0.311,0.7,0.9,0.1,Concordant Up
PPP2R5D,0.154,1.6,0.6,0.7,Concordant Up
PPP2R5C,0.448,0.6,0.5,-0.2,Concordant Up
PPP2R5A,0.576,0.7,0.4,0.3,Concordant Up
