Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Response To Tumor Necrosis Factor (GO:0034612),2/108,0.0288138892873746,0.1459722250942773,0,0,7.966680048173425,28.256999467496986,PID1;YBX3
GO_Biological_Process_2023,Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373),1/12,0.0290147415071519,0.1459722250942773,0,0,37.76515151515152,133.68679532449664,PID1
GO_Biological_Process_2023,Calcium Ion Import (GO:0070509),1/12,0.0290147415071519,0.1459722250942773,0,0,37.76515151515152,133.68679532449664,SLC8A1
GO_Biological_Process_2023,Relaxation Of Cardiac Muscle (GO:0055119),1/12,0.0290147415071519,0.1459722250942773,0,0,37.76515151515152,133.68679532449664,SLC8A1
GO_Biological_Process_2023,Positive Regulation Of T-helper 1 Type Immune Response (GO:0002827),1/12,0.0290147415071519,0.1459722250942773,0,0,37.76515151515152,133.68679532449664,IL1R1
GO_Biological_Process_2023,Regulation Of T Cell Differentiation In Thymus (GO:0033081),1/12,0.0290147415071519,0.1459722250942773,0,0,37.76515151515152,133.68679532449664,VNN1
GO_Biological_Process_2023,Response To Interleukin-6 (GO:0070741),1/12,0.0290147415071519,0.1459722250942773,0,0,37.76515151515152,133.68679532449664,PID1
GO_Biological_Process_2023,Positive Regulation Of Cellular Extravasation (GO:0002693),1/12,0.0290147415071519,0.1459722250942773,0,0,37.76515151515152,133.68679532449664,PLVAP
GO_Biological_Process_2023,Regulation Of Cell Communication By Electrical Coupling (GO:0010649),1/12,0.0290147415071519,0.1459722250942773,0,0,37.76515151515152,133.68679532449664,SLC8A1
GO_Biological_Process_2023,Regulation Of Wnt Signaling Pathway (GO:0030111),2/109,0.0293072755062754,0.1459722250942773,0,0,7.891827401073773,27.85751529943482,DAAM2;GNAQ
GO_Biological_Process_2023,Response To Lipid (GO:0033993),2/110,0.0298040535312284,0.1459722250942773,0,0,7.818360914105595,27.46676871436148,ALPL;FOXO3
